commit_hash,author,message,file_path,commit_url,removed_chunk,added_chunk,commit_date
e205858f88a3ee36dd477949f639fac0b19d4e0f,Hafez,refactor more tests to use async/await instead of of callbacks,test/es-next/transactions.test.es6.js,https://github.com/automattic/mongoose/commit/e205858f88a3ee36dd477949f639fac0b19d4e0f,"  before(function() {

    return db.asPromise().

      then(() => {

        // Skip if not a repl set

        if (db.client.topology.constructor.name !== 'ReplSet' &&

            !db.client.topology.s.description.type.includes('ReplicaSet')) {

          _skipped = true;

          this.skip();

          throw new Error('skip');

        }

      }).

      then(() => new Promise((resolve, reject) => {

        start.mongodVersion(function(err, version) {

          if (err) {

            return reject(err);

          }

          resolve(version);

        });

      })).

      then(version => {

        if (version[0] < 4) {

          _skipped = true;

          this.skip();

        }

      }).

      catch(() => {

      });
","  before(async function() {

    try {

      await db.asPromise();

      // Skip if not a repl set

      const isNotAReplicaSet = db.client.topology.constructor.name !== 'ReplSet' &&

                               !db.client.topology.s.description.type.includes('ReplicaSet');

      if (isNotAReplicaSet) {

        _skipped = true;

        this.skip();

        throw new Error('Skip');

      }

      const version = await start.promisifiedMongodVersion();

      if (version[0] < 4) {

      }

    } catch (err) {

      _skipped = true;

      this.skip();

    }
",2021-09-09 02:41:38+02:00
9030c12037c2294a6ec17c94b23a7139b60b169c,Hafez,refactor more tests to async/await,test/docs/transactions.test.js,https://github.com/automattic/mongoose/commit/9030c12037c2294a6ec17c94b23a7139b60b169c,"  before(function() {



    return db.asPromise().

      then(() => {

        // Skip if not a repl set

        if (db.client.topology.constructor.name !== 'ReplSet' &&

            !db.client.topology.s.description.type.includes('ReplicaSet')) {

          _skipped = true;

          this.skip();

          throw new Error('skip');

        }

      }).

      then(() => new Promise((resolve, reject) => {

        start.mongodVersion(function(err, version) {

          if (err) {

            return reject(err);

          }

          resolve(version);

        });

      })).

      then(version => {

        if (version[0] < 4) {

          _skipped = true;

          this.skip();

        }

      }).

      catch(() => {

      });
","  before(async function() {

    try {

      await db.asPromise();

      // Skip if not a repl set

      if (db.client.topology.constructor.name !== 'ReplSet' &&

      !db.client.topology.s.description.type.includes('ReplicaSet')) {

        _skipped = true;

        this.skip();

        throw new Error('skip');

      }



      const version = await start.promisifiedMongodVersion();



      if (version[0] < 4) {

      }

    } catch (err) {

      _skipped = true;

      this.skip();

    }
",2021-09-09 02:53:17+02:00
15b57ec7d6a022961629e350313af5b258140bce,Hafez,refactor tests to async/await,test/connection.test.js,https://github.com/automattic/mongoose/commit/15b57ec7d6a022961629e350313af5b258140bce,"      bootMongo.promise.then(function(_conn) {

        assert.equal(_conn, conn);

        done();

      }).catch(done);
","      const _conn = await bootMongo.promise;

      assert.equal(_conn, conn);
",2021-09-16 02:26:01+02:00
13a75af96e3c311bbda0925d7afb1d245374ced1,Hafez,refactor more tests to async/await,test/model.mapreduce.test.js,https://github.com/automattic/mongoose/commit/13a75af96e3c311bbda0925d7afb1d245374ced1,"    MR.mapReduce(o).then(function(results, stats) {

      assert.equal(typeof stats, 'undefined');

      done();

    });
","    const { stats } = await MR.mapReduce(o);

    assert.equal(typeof stats, 'undefined');
",2021-09-16 04:28:35+02:00
8b6d9adbd8fa9d06ea6c1f8331df14bba444c4d5,Hafez,refactor mroe tests to async/await,test/model.aggregate.test.js,https://github.com/automattic/mongoose/commit/8b6d9adbd8fa9d06ea6c1f8331df14bba444c4d5,"    it('when return promise', function(done) {

      A.aggregate([group, project]).then(function(res) {

        assert.ok(res);

        assert.equal(1, res.length);

        assert.ok('maxAge' in res[0]);

        assert.equal(maxAge, res[0].maxAge);

        done();

      });

    it('with arrays', function(done) {

      A.aggregate([group, project], function(err, res) {

        assert.ifError(err);

        assert.ok(res);

        assert.equal(res.length, 1);

        assert.ok('maxAge' in res[0]);

        assert.equal(res[0].maxAge, maxAge);

        done();

      });

    it('with Aggregate syntax', function(done) {

      A.aggregate()

        .exec(function(err, res) {

          assert.ifError(err);

          assert.ok(res);

          assert.equal(res.length, 1);

          assert.ok('maxAge' in res[0]);

          assert.equal(res[0].maxAge, maxAge);

          done();

        });

    it('with Aggregate syntax if callback not provided', function(done) {

      promise.then(function(res) {

        assert.ok(promise instanceof mongoose.Promise);

        assert.ok(res);

        assert.equal(res.length, 1);

        assert.ok('maxAge' in res[0]);

        assert.equal(maxAge, res[0].maxAge);

        done();

      });
","    it('when return promise', async function() {

      const res = await A.aggregate([group, project]);



      assert.ok(res);

      assert.equal(1, res.length);

      assert.ok('maxAge' in res[0]);

      assert.equal(maxAge, res[0].maxAge);

    it('with arrays', async function() {

      const res = await A.aggregate([group, project]);



      assert.ok(res);

      assert.equal(res.length, 1);

      assert.ok('maxAge' in res[0]);

      assert.equal(res[0].maxAge, maxAge);

    it('with Aggregate syntax', async function() {

      const res = await A.aggregate()

        .exec();



      assert.ok(res);

      assert.equal(res.length, 1);

      assert.ok('maxAge' in res[0]);

      assert.equal(res[0].maxAge, maxAge);

    it('with Aggregate syntax if callback not provided', async function() {

      const res = await promise;



      assert.ok(promise instanceof mongoose.Promise);

      assert.ok(res);

      assert.equal(res.length, 1);

      assert.ok('maxAge' in res[0]);

      assert.equal(maxAge, res[0].maxAge);
",2021-09-16 04:49:59+02:00
997f9f598651d31f273e1215d7e303445b0c254b,Hafez,refactor tests to async/await,test/model.indexes.test.js,https://github.com/automattic/mongoose/commit/997f9f598651d31f273e1215d7e303445b0c254b,"      return Promise.all([

      ]).then(() => Base.listIndexes()).

        then(indexes => indexes.find(i => i.key.other)).

        then(index => {

          assert.deepEqual(index.key, { other: 1 });

          assert.deepEqual(index.partialFilterExpression, { kind: 'Device' });

        });
","      await Promise.all([

      ]);

      const indexes = await Base.listIndexes();

      const index = indexes.find(i => i.key.other);

      assert.deepEqual(index.key, { other: 1 });

      assert.deepEqual(index.partialFilterExpression, { kind: 'Device' });
",2022-01-21 11:14:32+02:00
a92a4d2b62ba77a8125f464098fcae44accec0bc,uzlopak,improve typings of connection,test/types/connection.test.ts,https://github.com/automattic/mongoose/commit/a92a4d2b62ba77a8125f464098fcae44accec0bc,"import { createConnection, Schema, Connection } from 'mongoose';

conn.model('Test', new Schema({ name: { type: String } }));

conn.openUri('mongodb://localhost:27017/test').then(() => console.log('Connected!'));

createConnection('mongodb://localhost:27017/test').asPromise().then((conn: Connection) => {

  conn.host;

});

createConnection('mongodb://localhost:27017/test').close();

conn.db.collection('Test').findOne({ name: String }).then(doc => console.log(doc));

conn.collection('Test').findOne({ name: String }).then(doc => console.log(doc));

conn.syncIndexes({ continueOnError: true }).then(result => {

  result['User'].forEach((index) => {

    index.includes('name');

  });

  result['Order'].message;

  result['Order'].code;

});

conn.syncIndexes({ continueOnError: false, background: true }).then().catch(err => {

  err.errors['Order'].code;

});
","import { createConnection, Schema, Collection, Connection, ConnectionSyncIndexesResult, Model } from 'mongoose';

import * as mongodb from 'mongodb';

import { expectError, expectType } from 'tsd';



expectType<Connection>(createConnection());

expectType<Connection>(createConnection('mongodb://localhost:27017/test'));

expectType<Connection>(createConnection('mongodb://localhost:27017/test', { appName: 'mongoose' }));

expectType<void>(createConnection('mongodb://localhost:27017/test', { appName: 'mongoose' }, (err, res) => (expectType<Connection>(res))));

expectType<Model<{ name: string }, any, any, any>>(conn.model('Test', new Schema<{ name: string }>({ name: { type: String } })));

expectType<Model<{ name: string }>>(conn.model<{ name: string }>('Test', new Schema({ name: { type: String } })));



expectType<Promise<Connection>>(conn.openUri('mongodb://localhost:27017/test'));

expectType<Promise<Connection>>(conn.openUri('mongodb://localhost:27017/test', { bufferCommands: true }));

expectType<Connection>(conn.openUri('mongodb://localhost:27017/test', { bufferCommands: true }, (err, value) => { expectType<Connection>(value); }));



conn.readyState === 0;

conn.readyState === 99;



expectError(conn.readyState = 0);



expectType<Connection>(new Connection());

expectType<Promise<Connection>>(new Connection().asPromise());



expectType<Promise<mongodb.Collection<{ [key: string]: any }>>>(conn.createCollection('some'));

expectType<void>(conn.createCollection('some', (err, res) => {

  expectType<mongodb.Collection<{ [key: string]: any }>>(res);

}));



expectType<Promise<void>>(conn.dropCollection('some'));

expectType<void>(conn.dropCollection('some', () => {

  // do nothing

}));



expectError(conn.deleteModel());

expectType<Connection>(conn.deleteModel('something'));



expectType<Array<string>>(conn.modelNames());



expectType<Promise<void>>(createConnection('mongodb://localhost:27017/test').close());

expectType<Promise<void>>(createConnection('mongodb://localhost:27017/test').close(true));

expectType<void>(createConnection('mongodb://localhost:27017/test').close(() => {

  // do nothing.

}));

expectType<void>(createConnection('mongodb://localhost:27017/test').close(true, () => {

  // do nothing.

}));

expectType<void>(createConnection('mongodb://localhost:27017/test').close(false, () => {

  // do nothing.

}));



expectType<mongodb.Db>(conn.db);



expectType<mongodb.MongoClient>(conn.getClient());

expectType<Connection>(conn.setClient(new mongodb.MongoClient('mongodb://localhost:27017/test')));



expectType<Promise<string>>(conn.transaction<string>(async(res) => {

  expectType<mongodb.ClientSession>(res);

  return 'a';

}));



expectError(conn.user = 'invalid');

expectError(conn.pass = 'invalid');

expectError(conn.host = 'invalid');

expectError(conn.port = 'invalid');



expectType<Collection>(conn.collection('test'));

expectType<mongodb.Collection>(conn.db.collection('test'));

expectType<Promise<mongodb.ClientSession>>(conn.startSession());

expectType<Promise<mongodb.ClientSession>>(conn.startSession({ causalConsistency: true }));

expectType<void>(conn.startSession((err, res) => { expectType<mongodb.ClientSession>(res); }));

expectType<void>(conn.startSession(undefined, (err, res) => { expectType<mongodb.ClientSession>(res); }));

expectType<void>(conn.startSession(null, (err, res) => { expectType<mongodb.ClientSession>(res); }));

expectType<void>(conn.startSession({}, (err, res) => { expectType<mongodb.ClientSession>(res); }));

expectType<Promise<ConnectionSyncIndexesResult>>(conn.syncIndexes());

expectType<Promise<ConnectionSyncIndexesResult>>(conn.syncIndexes({ continueOnError: true }));

expectType<Promise<ConnectionSyncIndexesResult>>(conn.syncIndexes({ background: true }));

expectType<void>(conn.syncIndexes(undefined, (err, value) => { expectType<ConnectionSyncIndexesResult>(value); }));

expectType<void>(conn.syncIndexes(null, (err, value) => { expectType<ConnectionSyncIndexesResult>(value); }));

expectType<void>(conn.syncIndexes({ continueOnError: true }, (err, value) => { expectType<ConnectionSyncIndexesResult>(value); }));

expectType<void>(conn.syncIndexes({ background: true }, (err, value) => { expectType<ConnectionSyncIndexesResult>(value); }));

expectType<Connection>(conn.useDb('test'));

expectType<Connection>(conn.useDb('test', {}));

expectType<Connection>(conn.useDb('test', { noListener: true }));

expectType<Connection>(conn.useDb('test', { useCache: true }));
",2022-02-17 18:50:30+01:00
3dd7b52211ab7066fe845e689143ee728e735335,hasezoey,"style(model): update example for ""Model.prototype.remove"" to use await",lib/model.js,https://github.com/automattic/mongoose/commit/3dd7b52211ab7066fe845e689143ee728e735335," *     product.remove(function (err, product) {

 *       if (err) return handleError(err);

 *       Product.findById(product._id, function (err, product) {

 *         console.log(product) // null

 *       })

 *     })

 *

 *

 * As an extra measure of flow control, remove will return a Promise (bound to `fn` if passed) so it could be chained, or hooked to receive errors

 *

 * #### Example:

 *

 *     product.remove().then(function (product) {

 *        ...

 *     }).catch(function (err) {

 *        assert.ok(err)

 *     })
"," *     const product = await product.remove().catch(function (err) {

 *        assert.ok(err);

 *     });

 *     const foundProduct = await Product.findById(product._id);

 *     console.log(foundProduct) // null
",2022-07-11 14:22:51+02:00
437b03a81c12fb804a366ff3d50b5084fc504c3e,hasezoey,style(aggregate): touch-up the jsdoc,lib/aggregate.js,https://github.com/automattic/mongoose/commit/437b03a81c12fb804a366ff3d50b5084fc504c3e," *     const promise = aggregate.exec();

 *     promise.then(..);

 * @see Promise #promise_Promise

 * @return {Promise}
"," *     const result = await aggregate.exec();

 * @return {Promise} Returns a Promise if no ""callback"" is given.
",2022-07-22 14:19:24+02:00
9b51f98aed00de9c244062d645721ef3ac7dbca9,Valeri Karpov,fix most aggregation and connection tests for mongodb@5,test/common.js,https://github.com/automattic/mongoose/commit/9b51f98aed00de9c244062d645721ef3ac7dbca9,"  return new Promise((resolve, reject) => {

    const db = module.exports();





    db.on('error', reject);



    db.on('open', function() {

      const admin = db.db.admin();

      admin.serverStatus(function(err, info) {

        if (err) {

          return reject(err);

        }

        const version = info.version.split('.').map(function(n) {

          return parseInt(n, 10);

        });

        db.close(function() {

          resolve(version);

        });

      });

    });
","  const db = await module.exports();



  const admin = db.client.db().admin();



  const info = await admin.serverStatus();

  const version = info.version.split('.').map(function(n) {

    return parseInt(n, 10);

  await db.close();

  return version;
",2023-01-26 18:13:18-05:00
